time,province,mask,disinfectant,hand_sanitizer,thermometer,vitamin,cases_pdf
2020/2/9,Guangdong,12044,3726,1904,552,305,1131
2020/2/9,Anhui,3084,684,208,114,77,779
2020/2/9,Shanghai,1849,965,391,70,51,293
2020/2/9,Guizhou,1553,367,87,36,18,99
2020/2/9,Qinghai,99,29,8,5,5,18
2020/2/9,Hebei,1855,462,255,62,44,206
2020/2/9,Gansu,420,202,34,30,0,83
2020/2/9,Yunnan,997,127,62,35,17,141
2020/2/9,Ningxia,90,9,3,10,3,45
2020/2/9,Heilongjiang,790,138,70,15,15,307
2020/2/9,Shanxi,1520,375,162,64,66,119
2020/2/9,Jiangsu,4338,1148,540,273,100,468
2020/2/10,Inner Mongolia,225,48,2,4,1,58
2020/2/10,Hainan,324,188,53,19,4,138
2020/2/10,Guangxi,1929,597,386,181,147,210
2020/2/10,Shaanxi,1888,662,245,136,88,213
2020/2/10,Fujian,1046,347,263,142,22,261
2020/2/10,Beijing,2275,719,265,77,34,337
2020/2/10,Sichuan,3641,989,318,300,44,405
2020/2/10,Tianjin,750,215,137,44,16,95
2020/2/10,Hunan,2734,1129,358,169,86,879
2020/2/10,Henan,1092,449,262,78,75,1073
2020/2/10,Jilin,463,124,49,12,4,80
2020/2/10,Jiangxi,868,335,129,107,61,771
2020/2/10,Shandong,2631,869,465,305,168,466
2020/2/10,Zhejiang,1573,783,365,287,114,1092
2020/2/10,Liaoning,1207,222,84,62,13,108
2020/2/10,Xinjiang,60,16,23,3,1,49
2020/2/10,Tibet,9,16,1,0,1,1
2020/2/10,Guangdong,5930,3519,1651,919,288,1159
2020/2/10,Anhui,1657,646,299,137,108,830
2020/2/10,Shanghai,1411,998,439,105,43,299
2020/2/10,Guizhou,1103,383,86,62,17,109
2020/2/10,Qinghai,58,20,17,3,0,18
2020/2/10,Hebei,1283,358,143,82,33,218
2020/2/10,Gansu,352,125,43,48,25,83
2020/2/10,Yunnan,944,229,79,45,29,149
2020/2/10,Ningxia,87,8,3,8,2,49
2020/2/10,Heilongjiang,731,130,63,20,7,331
2020/2/10,Shanxi,1281,292,106,72,30,119
2020/2/10,Jiangsu,2341,1155,415,341,150,492
2020/2/11,Inner Mongolia,198,18,11,16,21,58
2020/2/11,Hainan,560,186,97,50,18,144
2020/2/11,Guangxi,3583,563,387,414,95,215
2020/2/11,Shaanxi,1720,421,281,202,107,219
2020/2/11,Fujian,1590,318,221,307,63,267
2020/2/11,Beijing,1498,448,214,157,36,342
2020/2/11,Sichuan,3811,679,319,686,71,417
2020/2/11,Tianjin,645,178,138,83,31,106
2020/2/11,Hunan,3984,1043,492,450,129,912
2020/2/11,Henan,1852,340,283,265,147,1105
2020/2/11,Jilin,540,106,102,34,25,81
2020/2/11,Jiangxi,1548,295,88,203,42,804
2020/2/11,Shandong,3424,717,572,680,200,487
2020/2/11,Zhejiang,2271,734,419,760,103,1117
2020/2/11,Liaoning,1055,168,87,110,41,111
2020/2/11,Xinjiang,83,10,13,26,6,55
2020/2/11,Tibet,4,0,0,0,0,1
2020/2/11,Guangdong,9713,2889,1891,2232,385,1177
2020/2/11,Anhui,2651,537,213,329,129,860
2020/2/11,Shanghai,1502,773,441,305,64,303
2020/2/11,Guizhou,1399,282,100,120,46,127
2020/2/11,Qinghai,64,12,7,13,1,18
2020/2/11,Hebei,1413,338,200,327,59,239
2020/2/11,Gansu,307,62,29,72,3,86
2020/2/11,Yunnan,1087,245,141,125,10,153
2020/2/11,Ningxia,86,30,7,12,0,53
2020/2/11,Heilongjiang,600,109,91,62,23,360
2020/2/11,Shanxi,1180,213,157,227,31,124
2020/2/11,Jiangsu,3277,887,660,802,160,515
2020/2/12,Inner Mongolia,93,9,20,0,3,60
2020/2/12,Hainan,278,129,148,4,19,157
2020/2/12,Guangxi,1966,343,344,51,95,222
2020/2/12,Shaanxi,1516,333,231,24,75,225
2020/2/12,Fujian,926,295,316,26,64,272
2020/2/12,Beijing,1364,416,258,28,40,352
2020/2/12,Sichuan,2578,609,359,62,70,436
2020/2/12,Tianjin,519,130,160,5,14,112
2020/2/12,Hunan,2612,699,470,50,103,946
2020/2/12,Henan,1172,273,375,50,79,1135
2020/2/12,Jilin,454,58,80,11,29,83
2020/2/12,Jiangxi,1024,226,134,19,62,844
2020/2/12,Shandong,2329,538,594,63,247,497
2020/2/12,Zhejiang,1443,606,560,66,133,1131
2020/2/12,Liaoning,855,104,187,4,36,116
2020/2/12,Xinjiang,40,12,4,0,0,59
2020/2/12,Tibet,4,0,0,1,0,1
2020/2/12,Guangdong,6005,2267,2114,211,256,1219
2020/2/12,Anhui,1406,318,277,32,138,889
2020/2/12,Shanghai,1065,626,364,36,88,311
2020/2/12,Guizhou,862,265,135,11,23,133
2020/2/12,Qinghai,45,6,8,1,0,18
2020/2/12,Hebei,1041,309,228,24,84,251
2020/2/12,Gansu,203,31,34,5,1,87
2020/2/12,Yunnan,970,157,120,17,16,154
2020/2/12,Ningxia,48,14,8,0,3,58
2020/2/12,Heilongjiang,585,88,181,4,26,378
2020/2/12,Shanxi,906,211,217,16,30,126
2020/2/12,Jiangsu,2136,725,574,90,128,543
2020/2/13,Inner Mongolia,48,18,21,2,0,61
2020/2/13,Hainan,169,138,68,5,35,157
2020/2/13,Guangxi,1402,580,341,43,95,222
2020/2/13,Shaanxi,654,459,241,25,86,229
2020/2/13,Fujian,616,401,183,24,50,279
2020/2/13,Beijing,646,522,343,10,31,366
2020/2/13,Sichuan,1554,686,330,56,103,451
2020/2/13,Tianjin,230,196,172,7,31,119
2020/2/13,Hunan,1782,734,389,35,133,968
2020/2/13,Henan,765,362,303,23,143,1169
2020/2/13,Jilin,211,80,78,3,44,84
2020/2/13,Jiangxi,672,367,151,21,57,872
2020/2/13,Shandong,1188,610,593,55,305,509
2020/2/13,Zhejiang,1111,790,387,74,260,1145
2020/2/13,Liaoning,313,123,97,5,40,117
2020/2/13,Xinjiang,15,4,0,0,0,63
2020/2/13,Tibet,2,2,1,0,0,1
2020/2/13,Guangdong,4149,2539,1829,262,480,1241
2020/2/13,Anhui,824,473,300,18,128,910
2020/2/13,Shanghai,549,619,352,105,111,315
2020/2/13,Guizhou,483,197,59,9,31,135
2020/2/13,Qinghai,12,6,3,2,1,18
2020/2/13,Hebei,529,371,277,16,126,265
2020/2/13,Gansu,112,47,43,9,12,90
2020/2/13,Yunnan,514,197,146,13,40,156
2020/2/13,Ningxia,15,13,0,1,1,64
2020/2/13,Heilongjiang,255,138,74,2,36,395
2020/2/13,Shanxi,451,223,168,13,55,126
2020/2/13,Jiangsu,1152,985,749,86,178,570
2020/2/14,Inner Mongolia,70,10,3,0,6,65
2020/2/14,Hainan,303,125,97,0,35,159
2020/2/14,Guangxi,2415,380,323,19,110,226
2020/2/14,Shaanxi,1144,346,301,20,134,230
2020/2/14,Fujian,990,286,261,4,61,281
2020/2/14,Beijing,809,255,249,1,90,372
2020/2/14,Sichuan,2397,476,318,9,90,463
2020/2/14,Tianjin,332,95,119,2,36,120
2020/2/14,Hunan,2759,531,369,13,98,988
2020/2/14,Henan,1231,342,265,6,172,1184
2020/2/14,Jilin,250,69,79,0,36,86
2020/2/14,Jiangxi,920,273,115,5,36,900
2020/2/14,Shandong,2000,519,579,13,243,523
2020/2/14,Zhejiang,1639,725,496,22,135,1155
2020/2/14,Liaoning,483,84,124,0,93,119
2020/2/14,Xinjiang,16,3,5,0,21,65
2020/2/14,Tibet,5,0,0,0,0,1
2020/2/14,Guangdong,6400,2146,1696,153,402,1261
2020/2/14,Anhui,1175,383,213,7,217,934
2020/2/14,Shanghai,848,542,296,3,102,318
2020/2/14,Guizhou,776,160,108,9,37,140
2020/2/14,Qinghai,22,7,4,0,0,18
2020/2/14,Hebei,924,299,234,5,53,283
2020/2/14,Gansu,188,73,26,3,5,90
2020/2/14,Yunnan,990,147,86,2,16,162
2020/2/14,Ningxia,41,6,5,0,0,67
2020/2/14,Heilongjiang,330,93,81,1,35,419
2020/2/14,Shanxi,695,168,149,4,61,127
2020/2/14,Jiangsu,2327,878,639,27,195,593
2020/2/15,Inner Mongolia,174,33,24,0,3,68
2020/2/15,Hainan,442,98,110,0,28,162
2020/2/15,Guangxi,4764,306,269,23,182,235
2020/2/15,Shaanxi,2350,332,203,17,115,232
2020/2/15,Fujian,1932,254,209,23,97,285
2020/2/15,Beijing,1986,352,361,7,98,375
2020/2/15,Sichuan,4399,382,291,23,127,470
2020/2/15,Tianjin,889,103,123,2,25,122
2020/2/15,Hunan,4856,687,365,32,200,1001
2020/2/15,Henan,2503,249,341,12,145,1212
2020/2/15,Jilin,763,65,54,2,13,88
2020/2/15,Jiangxi,2041,294,172,8,62,913
2020/2/15,Shandong,4270,450,451,21,287,532
2020/2/15,Zhejiang,3491,729,493,46,272,1162
2020/2/15,Liaoning,1328,78,111,4,133,119
2020/2/15,Xinjiang,69,8,15,0,11,70
2020/2/15,Tibet,17,0,0,0,0,1
2020/2/15,Guangdong,11873,2163,1764,93,357,1294
2020/2/15,Anhui,2855,363,230,14,162,950
2020/2/15,Shanghai,1696,478,328,7,87,326
2020/2/15,Guizhou,1622,179,127,2,22,143
2020/2/15,Qinghai,55,7,4,0,2,18
2020/2/15,Hebei,2187,264,284,12,88,291
2020/2/15,Gansu,419,39,36,2,10,90
2020/2/15,Yunnan,1682,168,92,12,18,168
2020/2/15,Ningxia,139,8,7,0,0,70
2020/2/15,Heilongjiang,1020,113,137,0,32,425
2020/2/15,Shanxi,1609,214,171,1,81,128
2020/2/15,Jiangsu,4283,695,606,39,174,604
2020/2/16,Inner Mongolia,62,25,10,0,18,70
2020/2/16,Hainan,198,73,87,0,44,162
2020/2/16,Guangxi,1389,330,291,0,116,237
2020/2/16,Shaanxi,793,275,254,0,77,236
2020/2/16,Fujian,563,281,171,0,94,287
2020/2/16,Beijing,856,317,284,0,66,380
2020/2/16,Sichuan,1534,345,272,0,165,481
2020/2/16,Tianjin,324,163,131,0,22,124
2020/2/16,Hunan,1674,434,325,1,190,1004
2020/2/16,Henan,690,262,347,0,133,1231
2020/2/16,Jilin,233,46,40,0,62,89
2020/2/16,Jiangxi,662,294,104,0,61,925
2020/2/16,Shandong,1147,404,378,0,287,537
2020/2/16,Zhejiang,1299,578,482,0,211,1167
2020/2/16,Liaoning,375,79,86,0,53,121
2020/2/16,Xinjiang,23,18,3,0,18,71
2020/2/16,Tibet,1,0,0,0,8,1
2020/2/16,Guangdong,3494,2028,1532,1,472,1316
2020/2/16,Anhui,756,316,144,0,149,962
2020/2/16,Shanghai,494,305,190,0,108,328
2020/2/16,Guizhou,488,98,96,0,14,144
2020/2/16,Qinghai,20,1,2,0,1,18
2020/2/16,Hebei,646,310,249,0,100,300
2020/2/16,Gansu,95,42,61,0,9,90
2020/2/16,Yunnan,698,150,84,0,29,171
2020/2/16,Ningxia,44,5,6,0,1,70
2020/2/16,Heilongjiang,337,103,79,0,57,445
2020/2/16,Shanxi,499,136,129,0,82,129
2020/2/16,Jiangsu,1259,712,570,0,148,617
2020/2/17,Inner Mongolia,44,7,8,0,4,72
2020/2/17,Hainan,172,63,121,0,5,163
2020/2/17,Guangxi,1218,381,356,0,175,238
2020/2/17,Shaanxi,990,324,366,0,130,240
2020/2/17,Fujian,628,263,362,0,110,290
2020/2/17,Beijing,1044,303,292,0,54,381
2020/2/17,Sichuan,1646,465,435,0,128,495
2020/2/17,Tianjin,503,152,188,0,49,125
2020/2/17,Hunan,1702,487,501,0,197,1006
2020/2/17,Henan,862,374,427,0,155,1246
2020/2/17,Jilin,268,88,110,0,46,89
2020/2/17,Jiangxi,670,301,184,1,103,930
2020/2/17,Shandong,1402,534,714,0,409,541
2020/2/17,Zhejiang,1288,767,622,1,238,1171
2020/2/17,Liaoning,536,67,134,0,121,121
2020/2/17,Xinjiang,22,3,4,0,4,75
2020/2/17,Tibet,9,0,0,0,0,1
2020/2/17,Guangdong,3438,2321,1760,0,411,1322
2020/2/17,Anhui,857,425,374,0,141,973
2020/2/17,Shanghai,667,369,336,1,81,333
2020/2/17,Guizhou,680,141,104,0,31,146
2020/2/17,Qinghai,25,6,6,0,7,18
2020/2/17,Hebei,754,308,242,0,124,301
2020/2/17,Gansu,153,39,36,0,13,91
2020/2/17,Yunnan,762,138,106,0,28,171
2020/2/17,Ningxia,46,24,11,0,1,70
2020/2/17,Heilongjiang,576,103,105,0,31,457
2020/2/17,Shanxi,595,280,228,0,86,130
2020/2/17,Jiangsu,1479,667,770,0,270,626
2020/2/18,Inner Mongolia,127,12,14,0,2,73
2020/2/18,Hainan,251,86,74,0,20,163
2020/2/18,Guangxi,1690,456,326,0,125,242
2020/2/18,Shaanxi,1614,400,409,0,113,240
2020/2/18,Fujian,817,224,299,0,105,292
2020/2/18,Beijing,2076,343,278,0,74,387
2020/2/18,Sichuan,2625,392,400,1,136,508
2020/2/18,Tianjin,968,155,175,0,67,128
2020/2/18,Hunan,2454,384,475,3,178,1007
2020/2/18,Henan,1200,368,434,1,212,1257
2020/2/18,Jilin,588,92,124,1,41,89
2020/2/18,Jiangxi,1151,308,273,0,114,933
2020/2/18,Shandong,2285,428,708,0,383,543
2020/2/18,Zhejiang,2202,725,614,1,196,1172
2020/2/18,Liaoning,1036,82,149,0,38,121
2020/2/18,Xinjiang,44,11,3,0,6,76
2020/2/18,Tibet,25,0,0,0,0,1
2020/2/18,Guangdong,5158,1676,1835,8,492,1328
2020/2/18,Anhui,1398,449,496,0,190,982
2020/2/18,Shanghai,876,311,344,1,97,333
2020/2/18,Guizhou,1056,115,102,0,16,146
2020/2/18,Qinghai,50,5,15,0,0,18
2020/2/18,Hebei,1397,171,397,0,124,306
2020/2/18,Gansu,275,40,71,0,8,91
2020/2/18,Yunnan,1386,172,184,0,29,172
2020/2/18,Ningxia,74,7,28,0,7,70
2020/2/18,Heilongjiang,971,137,187,0,19,464
2020/2/18,Shanxi,1065,171,203,0,147,131
2020/2/18,Jiangsu,2454,614,861,0,267,629
2020/2/19,Inner Mongolia,239,34,27,0,7,75
2020/2/19,Hainan,272,87,80,0,23,168
2020/2/19,Guangxi,2665,309,212,9,68,244
2020/2/19,Shaanxi,2874,259,315,0,105,242
2020/2/19,Fujian,1069,182,302,2,94,293
2020/2/19,Beijing,2920,281,231,0,73,393
2020/2/19,Sichuan,4490,321,300,7,88,514
2020/2/19,Tianjin,1283,169,158,0,6,130
2020/2/19,Hunan,3829,340,307,5,145,1008
2020/2/19,Henan,2327,318,431,1,202,1262
2020/2/19,Jilin,834,71,99,0,26,90
2020/2/19,Jiangxi,1696,369,276,11,76,934
2020/2/19,Shandong,3423,429,632,8,292,544
2020/2/19,Zhejiang,3474,597,566,2,171,1174
2020/2/19,Liaoning,1224,81,160,1,54,121
2020/2/19,Xinjiang,62,3,5,0,17,76
2020/2/19,Tibet,19,4,0,0,4,1
2020/2/19,Guangdong,7370,1351,1486,11,380,1331
2020/2/19,Anhui,2078,335,332,1,193,986
2020/2/19,Shanghai,1312,316,249,3,103,333
2020/2/19,Guizhou,1682,115,138,0,53,146
2020/2/19,Qinghai,122,7,11,0,0,18
2020/2/19,Hebei,2156,271,261,7,101,306
2020/2/19,Gansu,550,36,88,1,14,91
2020/2/19,Yunnan,1675,116,109,5,16,172
2020/2/19,Ningxia,90,2,10,0,0,71
2020/2/19,Heilongjiang,1137,82,119,0,44,470
2020/2/19,Shanxi,1650,180,161,7,48,131
2020/2/19,Jiangsu,3731,592,797,2,157,631
2020/2/20,Inner Mongolia,99,21,22,0,8,75
2020/2/20,Hainan,206,48,76,0,55,168
2020/2/20,Guangxi,1728,340,386,0,152,245
2020/2/20,Shaanxi,1810,345,440,0,155,245
2020/2/20,Fujian,763,203,373,2,105,293
2020/2/20,Beijing,2106,292,267,0,75,395
2020/2/20,Sichuan,2778,314,405,6,149,520
2020/2/20,Tianjin,842,192,196,0,47,131
2020/2/20,Hunan,2315,339,317,1,102,1010
2020/2/20,Henan,1328,304,361,0,254,1265
2020/2/20,Jilin,468,56,83,0,38,91
2020/2/20,Jiangxi,1205,293,244,0,110,934
2020/2/20,Shandong,2156,415,748,2,441,546
2020/2/20,Zhejiang,2590,593,511,3,287,1175
2020/2/20,Liaoning,973,102,241,0,42,121
2020/2/20,Xinjiang,33,10,11,0,8,76
2020/2/20,Tibet,3,1,0,0,0,1
2020/2/20,Guangdong,4930,1331,1464,3,725,1332
2020/2/20,Anhui,1289,188,398,0,230,987
2020/2/20,Shanghai,803,304,275,2,55,334
2020/2/20,Guizhou,1220,186,209,0,33,146
2020/2/20,Qinghai,60,15,6,0,1,18
2020/2/20,Hebei,1343,182,292,0,141,307
2020/2/20,Gansu,447,45,43,0,11,91
2020/2/20,Yunnan,1063,131,148,0,63,174
2020/2/20,Ningxia,63,20,6,0,15,71
2020/2/20,Heilongjiang,713,78,134,0,48,476
2020/2/20,Shanxi,1120,150,195,0,167,132
2020/2/20,Jiangsu,2118,551,756,0,239,631
2020/2/21,Inner Mongolia,207,30,30,2,9,75
2020/2/21,Hainan,260,58,86,5,58,168
2020/2/21,Guangxi,1912,284,311,32,164,246
2020/2/21,Shaanxi,2100,287,378,14,111,245
2020/2/21,Fujian,947,212,342,8,133,293
2020/2/21,Beijing,2491,225,268,6,71,396
2020/2/21,Sichuan,3176,371,411,22,152,525
2020/2/21,Tianjin,932,164,292,4,31,132
2020/2/21,Hunan,2721,412,464,38,213,1011
2020/2/21,Henan,1842,334,452,28,151,1267
2020/2/21,Jilin,639,25,90,3,87,91
2020/2/21,Jiangxi,1654,296,271,27,119,934
2020/2/21,Shandong,2658,604,804,39,416,749
2020/2/21,Zhejiang,3401,860,948,67,271,1203
2020/2/21,Liaoning,1064,125,202,12,45,121
2020/2/21,Xinjiang,34,6,6,0,1,76
2020/2/21,Tibet,10,0,0,0,0,1
2020/2/21,Guangdong,5327,1953,1649,59,595,1333
2020/2/21,Anhui,1681,426,374,26,211,988
2020/2/21,Shanghai,1095,329,216,6,72,334
2020/2/21,Guizhou,1511,183,163,20,33,146
2020/2/21,Qinghai,85,18,47,0,0,18
2020/2/21,Hebei,1629,289,440,18,117,308
2020/2/21,Gansu,498,57,62,7,7,91
2020/2/21,Yunnan,1178,120,215,12,59,174
2020/2/21,Ningxia,79,12,17,0,0,71
2020/2/21,Heilongjiang,818,111,157,8,35,479
2020/2/21,Shanxi,1458,228,295,39,90,132
2020/2/21,Jiangsu,2507,661,813,41,295,631
2020/2/22,Inner Mongolia,64,15,31,0,5,75
2020/2/22,Hainan,144,69,78,1,38,168
2020/2/22,Guangxi,1229,231,332,57,90,249
2020/2/22,Shaanxi,1258,271,403,52,82,245
2020/2/22,Fujian,608,148,346,43,62,293
2020/2/22,Beijing,1184,213,236,14,43,399
2020/2/22,Sichuan,1928,285,321,61,90,526
2020/2/22,Tianjin,495,134,164,14,20,135
2020/2/22,Hunan,1588,306,346,54,112,1013
2020/2/22,Henan,1439,327,465,77,74,1270
2020/2/22,Jilin,356,42,76,12,21,91
2020/2/22,Jiangxi,1073,274,218,48,52,934
2020/2/22,Shandong,1849,425,676,85,245,750
2020/2/22,Zhejiang,2328,594,486,91,162,1205
2020/2/22,Liaoning,458,63,189,15,34,121
2020/2/22,Xinjiang,18,14,10,1,7,76
2020/2/22,Tibet,6,0,0,1,0,1
2020/2/22,Guangdong,3496,1586,1310,164,373,1339
2020/2/22,Anhui,994,264,287,49,162,989
2020/2/22,Shanghai,493,254,221,17,41,335
2020/2/22,Guizhou,885,117,124,25,22,146
2020/2/22,Qinghai,36,4,6,6,4,18
2020/2/22,Hebei,1172,281,354,35,85,309
2020/2/22,Gansu,237,41,54,15,6,91
2020/2/22,Yunnan,641,93,150,23,57,174
2020/2/22,Ningxia,41,11,12,4,3,71
2020/2/22,Heilongjiang,361,67,97,12,40,479
2020/2/22,Shanxi,1029,155,249,67,64,132
2020/2/22,Jiangsu,1658,433,600,77,178,631
2020/2/23,Inner Mongolia,101,3,14,4,5,75
2020/2/23,Hainan,163,67,79,4,7,168
2020/2/23,Guangxi,1168,212,324,62,60,249
2020/2/23,Shaanxi,1295,261,346,37,54,245
2020/2/23,Fujian,597,162,287,29,38,293
2020/2/23,Beijing,1260,250,165,19,39,399
2020/2/23,Sichuan,2295,271,311,71,88,526
2020/2/23,Tianjin,502,123,194,19,31,135
2020/2/23,Hunan,1559,305,245,60,79,1016
2020/2/23,Henan,1679,347,601,65,120,1271
2020/2/23,Jilin,381,48,70,4,8,91
2020/2/23,Jiangxi,1080,261,194,38,29,934
2020/2/23,Shandong,1951,415,694,110,170,754
2020/2/23,Zhejiang,2115,553,485,77,121,1205
2020/2/23,Liaoning,522,65,191,15,31,121
2020/2/23,Xinjiang,38,10,9,0,3,76
2020/2/23,Tibet,7,0,0,0,0,1
2020/2/23,Guangdong,3578,1362,1265,134,307,1342
2020/2/23,Anhui,1011,208,299,39,147,989
2020/2/23,Shanghai,644,208,145,14,64,335
2020/2/23,Guizhou,752,89,146,23,9,146
2020/2/23,Qinghai,36,2,18,0,0,18
2020/2/23,Hebei,1178,297,420,47,66,311
2020/2/23,Gansu,285,36,65,8,8,91
2020/2/23,Yunnan,642,71,95,20,25,174
2020/2/23,Ningxia,44,19,24,1,0,71
2020/2/23,Heilongjiang,425,72,54,9,47,480
2020/2/23,Shanxi,996,189,332,75,41,132
2020/2/23,Jiangsu,1576,362,556,75,171,631
2020/2/24,Inner Mongolia,63,6,6,5,4,75
2020/2/24,Hainan,128,57,106,9,7,168
2020/2/24,Guangxi,1154,172,181,82,88,251
2020/2/24,Shaanxi,1330,218,408,79,69,245
2020/2/24,Fujian,735,161,321,18,57,293
2020/2/24,Beijing,1253,160,196,23,55,399
2020/2/24,Sichuan,2347,275,207,106,94,527
2020/2/24,Tianjin,531,89,84,13,9,135
2020/2/24,Hunan,1347,208,235,45,129,1016
2020/2/24,Henan,1723,350,777,68,101,1271
2020/2/24,Jilin,325,69,70,5,19,93
2020/2/24,Jiangxi,833,173,129,47,42,934
2020/2/24,Shandong,1932,382,668,114,210,755
2020/2/24,Zhejiang,1801,442,556,87,133,1205
2020/2/24,Liaoning,525,108,190,11,26,121
2020/2/24,Xinjiang,32,1,13,2,4,76
2020/2/24,Tibet,12,7,1,2,0,1
2020/2/24,Guangdong,3408,1442,1237,181,315,1345
2020/2/24,Anhui,898,298,262,36,132,989
2020/2/24,Shanghai,659,170,206,26,63,335
2020/2/24,Guizhou,812,53,81,19,29,146
2020/2/24,Qinghai,50,8,7,8,0,18
2020/2/24,Hebei,1217,185,418,62,52,311
2020/2/24,Gansu,215,49,40,25,17,91
2020/2/24,Yunnan,636,58,106,31,19,174
2020/2/24,Ningxia,25,5,1,3,1,71
2020/2/24,Heilongjiang,366,57,63,5,47,480
2020/2/24,Shanxi,854,132,227,79,67,133
2020/2/24,Jiangsu,1476,488,575,84,111,631
2020/2/25,Inner Mongolia,96,11,41,3,9,75
2020/2/25,Hainan,165,43,66,10,20,168
2020/2/25,Guangxi,1487,239,477,80,59,252
2020/2/25,Shaanxi,1802,278,421,73,102,245
2020/2/25,Fujian,650,89,389,44,64,294
2020/2/25,Beijing,1661,159,292,25,25,400
2020/2/25,Sichuan,2525,390,495,75,89,529
2020/2/25,Tianjin,714,61,176,15,12,135
2020/2/25,Hunan,1633,349,321,51,104,1016
2020/2/25,Henan,2140,334,819,80,113,1271
2020/2/25,Jilin,412,19,100,6,37,93
2020/2/25,Jiangxi,961,182,278,38,54,934
2020/2/25,Shandong,2505,577,1030,148,205,756
2020/2/25,Zhejiang,2115,471,625,61,193,1205
2020/2/25,Liaoning,595,66,242,27,18,121
2020/2/25,Xinjiang,42,10,8,5,3,76
2020/2/25,Tibet,11,1,0,0,0,1
2020/2/25,Guangdong,4152,1194,1514,181,300,1347
2020/2/25,Anhui,1242,172,378,32,109,989
2020/2/25,Shanghai,749,139,273,24,44,336
2020/2/25,Guizhou,850,108,175,23,26,146
2020/2/25,Qinghai,93,5,15,1,3,18
2020/2/25,Hebei,1757,154,524,67,66,311
2020/2/25,Gansu,370,46,47,12,3,91
2020/2/25,Yunnan,643,63,128,24,24,174
2020/2/25,Ningxia,51,22,12,4,0,71
2020/2/25,Heilongjiang,457,89,80,2,33,480
2020/2/25,Shanxi,887,112,332,50,51,133
2020/2/25,Jiangsu,1938,487,676,93,174,631
2020/2/26,Inner Mongolia,117,11,9,2,9,75
2020/2/26,Hainan,238,81,56,5,50,168
2020/2/26,Guangxi,2092,183,250,118,115,252
2020/2/26,Shaanxi,2319,310,505,56,64,245
2020/2/26,Fujian,875,116,263,35,118,294
2020/2/26,Beijing,1646,174,190,26,26,400
2020/2/26,Sichuan,3134,336,312,72,81,531
2020/2/26,Tianjin,853,136,222,11,30,135
2020/2/26,Hunan,2331,334,278,36,142,1016
2020/2/26,Henan,3035,292,678,125,97,1271
2020/2/26,Jilin,579,57,70,11,21,93
2020/2/26,Jiangxi,1365,166,164,36,41,934
2020/2/26,Shandong,3130,601,845,130,187,756
2020/2/26,Zhejiang,2682,367,577,68,245,1205
2020/2/26,Liaoning,898,63,201,24,15,121
2020/2/26,Xinjiang,72,3,2,4,1,76
2020/2/26,Tibet,11,1,0,0,2,1
2020/2/26,Guangdong,5177,1267,1072,148,294,1347
2020/2/26,Anhui,1693,318,317,32,204,989
2020/2/26,Shanghai,1026,262,161,20,44,337
2020/2/26,Guizhou,955,109,140,14,12,146
2020/2/26,Qinghai,86,8,12,3,2,18
2020/2/26,Hebei,2328,264,563,60,60,312
2020/2/26,Gansu,377,51,83,16,5,91
2020/2/26,Yunnan,819,66,107,23,24,174
2020/2/26,Ningxia,107,8,15,3,0,71
2020/2/26,Heilongjiang,645,69,185,6,22,480
2020/2/26,Shanxi,1100,153,276,45,50,133
2020/2/26,Jiangsu,2706,433,762,84,179,631
2020/2/27,Inner Mongolia,83,17,26,1,0,75
2020/2/27,Hainan,269,28,34,4,6,168
2020/2/27,Guangxi,1860,296,372,66,60,252
2020/2/27,Shaanxi,2443,401,561,45,64,245
2020/2/27,Fujian,986,123,204,33,50,296
2020/2/27,Beijing,1446,191,150,22,32,410
2020/2/27,Sichuan,2825,363,492,45,70,534
2020/2/27,Tianjin,654,97,137,9,21,136
2020/2/27,Hunan,2091,408,411,32,128,1017
2020/2/27,Henan,2914,365,820,74,112,1272
2020/2/27,Jilin,445,33,61,8,27,93
2020/2/27,Jiangxi,1363,230,238,24,100,934
2020/2/27,Shandong,2630,406,760,107,158,756
2020/2/27,Zhejiang,2367,528,536,50,163,1205
2020/2/27,Liaoning,763,68,181,6,20,121
2020/2/27,Xinjiang,67,23,20,4,4,76
2020/2/27,Tibet,12,0,0,0,0,1
2020/2/27,Guangdong,4651,1224,1125,118,332,1347
2020/2/27,Anhui,1560,266,258,23,136,989
2020/2/27,Shanghai,927,172,181,25,71,337
2020/2/27,Guizhou,914,161,100,8,13,146
2020/2/27,Qinghai,57,9,7,4,6,18
2020/2/27,Hebei,2569,271,450,66,42,317
2020/2/27,Gansu,350,22,53,15,9,91
2020/2/27,Yunnan,796,113,115,17,33,174
2020/2/27,Ningxia,83,9,9,5,5,72
2020/2/27,Heilongjiang,528,61,138,6,36,480
2020/2/27,Shanxi,1020,152,198,49,37,133
2020/2/27,Jiangsu,2636,434,715,57,175,631
2020/2/28,Inner Mongolia,89,16,19,2,3,75
2020/2/28,Hainan,176,62,55,1,7,168
2020/2/28,Guangxi,1348,202,245,33,66,252
2020/2/28,Shaanxi,1627,252,401,35,72,245
2020/2/28,Fujian,778,126,244,24,58,296
2020/2/28,Beijing,1108,150,167,15,38,410
2020/2/28,Sichuan,2065,217,263,28,69,538
2020/2/28,Tianjin,534,90,132,1,20,136
2020/2/28,Hunan,1648,244,241,19,82,1017
2020/2/28,Henan,1976,254,434,57,77,1272
